pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_spectype,st_teff,st_rad,st_mass,sy_dist,snr_value,can_separate,in_habitable_zone,suitable_radius,suitable_mass,suitable_temp,potential_magnetic_field,is_habitable,sy_gaiamag
Kepler-1996 c,Kepler-1996,1,2,Transit,2023,92.7297248,0.3608,2.81,8.3,276.0,,4580.0,0.68,0.75,440.561,1.4450581009858716,False,False,False,False,True,,,14.8656
Kepler-1997 b,Kepler-1997,1,1,Transit,2023,26.7575866,0.1815,2.28,5.82,660.0,,6215.0,1.05,1.11,1502.34,0.7708299354745635,False,False,False,False,False,,,15.4636
Kepler-1998 b,Kepler-1998,1,1,Transit,2023,3.03267135,0.0405,0.6,0.156,1187.0,,5640.0,0.92,0.96,340.965,15.978959904089784,True,False,True,False,False,,,12.6024
Kepler-1999 b,Kepler-1999,1,1,Transit,2023,8.7396758,0.0713,3.29,10.8,577.0,,4406.0,0.63,0.63,701.255,17.184697568779583,False,False,False,False,False,,,16.319
Kepler-20 b,Kepler-20,2,6,Transit,2011,3.6961049,0.04565,1.773,9.7,1187.0,,5495.0,0.92,0.93,282.563,159.91197107026568,True,False,False,False,False,,,12.4535
Kepler-20 c,Kepler-20,2,6,Transit,2011,10.8540774,0.0936,2.894,11.1,828.0,,5495.0,0.92,0.93,282.563,101.34222264563503,False,False,False,False,False,,,12.4535
Kepler-20 d,Kepler-20,2,6,Transit,2011,77.611455,0.3474,2.606,13.4,430.0,,5495.0,0.92,0.93,282.563,5.965327112611704,False,False,False,False,False,,,12.4535
Kepler-20 e,Kepler-20,2,6,Transit,2011,6.0984882,0.0637,0.821,0.76,1004.0,,5495.0,0.92,0.93,282.563,17.609722753724196,False,False,True,True,False,True,,12.4535
Kepler-20 f,Kepler-20,2,6,Transit,2011,19.578328,0.1387,0.952,1.4,681.0,,5495.0,0.92,0.93,282.563,4.994201302384345,False,False,True,True,False,True,,12.4535
Kepler-20 g,Kepler-20,2,6,Radial Velocity,2016,34.94,0.2055,4.71,19.96,524.0,,5495.0,0.96,0.95,282.563,60.63592989510437,False,False,False,False,False,,,12.4535
Kepler-200 b,Kepler-200,1,2,Transit,2014,8.594805,0.08,2.13,5.18,854.0,,5678.0,0.94,0.98,665.912,14.125416357611096,False,False,False,False,False,,,13.9518
Kepler-200 c,Kepler-200,1,2,Transit,2014,10.222157,0.09,1.59,3.15,806.0,,5678.0,0.94,0.98,665.912,6.219153193457825,False,False,False,True,False,True,,13.9518
Kepler-2000 b,Kepler-2000,1,2,Transit,2023,6.38315913,0.0562,2.73,7.9,530.0,,3757.0,0.58,0.58,320.588,77.23499553378147,False,False,False,False,False,,,15.2639
Kepler-2000 c,Kepler-2000,1,2,Transit,2023,20.6180348,0.1228,1.57,3.09,359.0,,3757.0,0.58,0.58,320.588,5.350126294296029,False,False,False,True,False,True,,15.2639
Kepler-2001 b,Kepler-2001,1,2,Transit,2023,1.090011,0.0197,1.04,1.12,1402.0,,5081.0,0.77,0.86,776.55,27.40165717647231,False,False,True,True,False,True,,15.7733
Kepler-2001 c,Kepler-2001,1,2,Transit,2023,14.09258319,0.1084,1.82,3.97,597.0,,5081.0,0.77,0.86,776.55,2.771576139494839,False,False,False,True,False,True,,15.7733
Kepler-201 b,Kepler-201,1,2,Transit,2014,25.672083,0.175,2.46,6.62,683.0,,6065.0,1.23,1.18,636.445,7.380445571507001,False,False,False,False,False,,,12.9199
Kepler-201 c,Kepler-201,1,2,Transit,2014,151.884058,0.573,2.85,8.5,378.0,,6065.0,1.23,1.18,636.445,0.9239935530558567,False,False,False,False,False,,,12.9199
Kepler-202 b,Kepler-202,1,2,Transit,2014,4.069427,0.045,1.63,3.29,802.0,,4668.0,0.67,0.68,285.111,72.45558044582744,True,False,False,True,False,True,,13.8433
Kepler-202 c,Kepler-202,1,2,Transit,2014,16.282493,0.113,1.85,4.08,505.0,,4668.0,0.67,0.68,285.111,14.801585171938154,False,False,False,True,False,True,,13.8433
Kepler-203 b,Kepler-203,1,3,Transit,2014,3.162697,0.043,2.57,7.13,1308.0,,5821.0,1.11,1.0,703.302,88.97983338910834,False,False,False,False,False,,,13.9421
Kepler-203 c,Kepler-203,1,3,Transit,2014,5.370647,0.061,2.47,749.9,1096.0,,5821.0,1.11,1.0,703.302,40.84101146137332,False,False,False,False,False,,,13.9421
Kepler-203 d,Kepler-203,1,3,Transit,2014,11.32972,0.1,1.44,33.9,855.0,,5821.0,1.11,1.0,703.302,5.1652011244900935,False,False,True,False,False,,,13.9421
Kepler-204 b,Kepler-204,1,2,Transit,2014,14.400974,0.117,2.53,6.94,828.0,,5812.0,1.24,1.03,686.723,15.245774884115034,False,False,False,False,False,,,13.8745
Kepler-204 c,Kepler-204,1,2,Transit,2014,25.660593,0.173,1.79,3.86,683.0,,5812.0,1.24,1.03,686.723,3.4905514164380063,False,False,False,True,False,True,,13.8745
Kepler-205 b,Kepler-205,1,2,Transit,2014,2.75564,0.032,1.51,2.89,757.0,M1 V,4321.0,0.55,0.59,159.72,264.0345220909794,True,False,False,True,False,True,,13.4947
Kepler-205 c,Kepler-205,1,2,Transit,2014,20.306546,0.122,1.64,3.33,389.0,M1 V,4321.0,0.55,0.59,159.72,21.427663159333736,False,False,False,True,False,True,,13.4947
Kepler-206 b,Kepler-206,1,3,Transit,2014,7.781987,0.078,1.2,1.87,983.0,,5764.0,1.19,1.05,594.447,9.485078515154163,False,False,True,True,False,True,,13.4609
Kepler-206 c,Kepler-206,1,3,Transit,2014,13.137471,0.111,1.77,3.78,825.0,,5764.0,1.19,1.05,594.447,10.18986003396919,False,False,False,True,False,True,,13.4609
Kepler-206 d,Kepler-206,1,3,Transit,2014,23.44281,0.163,1.19,1.81,681.0,,5764.0,1.19,1.05,594.447,2.1359267631613514,False,False,True,True,False,True,,13.4609
Kepler-207 b,Kepler-207,1,3,Transit,2014,1.611865,0.029,1.57,3.09,1930.0,,5920.0,1.59,1.04,875.519,96.66436603604751,False,False,False,True,False,True,,13.1671
Kepler-207 c,Kepler-207,1,3,Transit,2014,3.071571,0.044,1.5,2.86,1556.0,,5920.0,1.59,1.04,875.519,38.330127433738056,False,False,True,True,False,True,,13.1671
Kepler-207 d,Kepler-207,1,3,Transit,2014,5.868075,0.068,3.31,11.0,1254.0,,5920.0,1.59,1.04,875.519,78.14501162689744,False,False,False,False,False,,,13.1671
Kepler-208 b,Kepler-208,1,4,Transit,2014,4.22864,0.054,1.63,3.29,1379.0,,6092.0,1.31,1.16,775.328,26.011137446455933,False,False,False,True,False,True,,13.5376
Kepler-208 c,Kepler-208,1,4,Transit,2014,7.466623,0.079,1.39,2.51,1141.0,,6092.0,1.31,1.16,775.328,8.837859085922755,False,False,True,True,False,True,,13.5376
Kepler-208 d,Kepler-208,1,4,Transit,2014,11.131786,0.103,1.2,1.87,999.0,,6092.0,1.31,1.16,775.328,3.8748928478110125,False,False,True,True,False,True,,13.5376
Kepler-208 e,Kepler-208,1,4,Transit,2014,16.259458,0.132,1.48,2.79,880.0,,6092.0,1.31,1.16,775.328,3.588783199833089,False,False,True,True,False,True,,13.5376
Kepler-209 b,Kepler-209,1,2,Transit,2014,16.087845,0.122,2.26,5.73,668.0,,5513.0,0.94,0.93,576.946,9.109249358915738,False,False,False,False,False,,,13.9517
Kepler-209 c,Kepler-209,1,2,Transit,2014,41.749882,0.231,3.1,9.8,486.0,,5513.0,0.94,0.93,576.946,4.7806263583440405,False,False,False,False,False,,,13.9517
Kepler-21 b,Kepler-21,2,1,Transit,2012,2.7858212,0.0434,1.639,7.5,2015.0,F6 IV,6305.0,1.9,1.41,108.522,4371.697186060975,True,False,False,False,False,,,8.12832
Kepler-210 b,Kepler-210,1,2,Transit,2014,2.453234,0.032,2.94,8.96,737.0,M0 V,4559.0,0.65,0.77,232.75,658.3275623268698,True,False,False,False,False,,,13.8043
Kepler-210 c,Kepler-210,1,2,Transit,2014,7.972513,0.07,3.62,12.8,497.0,M0 V,4559.0,0.65,0.77,232.75,208.5779501535732,False,False,False,False,False,,,13.8043
Kepler-211 b,Kepler-211,1,2,Transit,2014,4.138575,0.048,1.26,2.13,954.0,,5123.0,0.82,0.9,309.353,48.41474583032297,True,False,True,True,False,True,,13.2732
Kepler-211 c,Kepler-211,1,2,Transit,2014,6.04045,0.062,1.29,18.3,841.0,,5123.0,0.82,0.9,309.353,30.416909270621055,False,False,True,False,False,,,13.2732
Kepler-212 b,Kepler-212,1,2,Transit,2014,16.257582,0.133,1.09,1.32,830.0,,5852.0,1.46,1.17,687.194,3.031773186203929,False,False,True,True,False,True,,12.9872
Kepler-212 c,Kepler-212,1,2,Transit,2014,31.805174,0.207,2.74,7.95,664.0,,5852.0,1.46,1.17,687.194,7.908742368634576,False,False,False,False,False,,,12.9872
Kepler-213 b,Kepler-213,1,2,Transit,2014,2.46236,0.036,1.62,3.26,1326.0,,5696.0,1.2,1.07,634.939,72.33084060035527,False,False,False,True,False,True,,13.6023
Kepler-213 c,Kepler-213,1,2,Transit,2014,4.822962,0.057,2.34,6.08,1060.0,,5696.0,1.2,1.07,634.939,60.197781773887534,False,False,False,False,False,,,13.6023
Kepler-214 b,Kepler-214,1,2,Transit,2014,15.660544,0.13,2.61,7.32,758.0,,6169.0,1.35,1.11,1208.44,5.030505899149595,False,False,False,False,False,,,13.9058
Kepler-214 c,Kepler-214,1,2,Transit,2014,28.7798,0.194,2.13,5.18,619.0,,6169.0,1.35,1.11,1208.44,1.504433860468181,False,False,False,False,False,,,13.9058
Kepler-215 b,Kepler-215,1,4,Transit,2014,9.360672,0.084,1.62,3.26,784.0,,5739.0,1.03,0.94,485.997,16.706240514804403,False,False,False,True,False,True,,13.5549
Kepler-215 c,Kepler-215,1,4,Transit,2014,14.667108,0.113,1.77,3.78,675.0,,5739.0,1.03,0.94,485.997,11.020388840525895,False,False,False,True,False,True,,13.5549
Kepler-215 d,Kepler-215,1,4,Transit,2014,30.864423,0.185,2.39,23.6,527.0,,5739.0,1.03,0.94,485.997,7.496518509758763,False,False,False,False,False,,,13.5549
Kepler-215 e,Kepler-215,1,4,Transit,2014,68.16101,0.314,1.75,3.71,405.0,,5739.0,1.03,0.94,485.997,1.39516018465947,False,False,False,True,False,True,,13.5549
Kepler-216 b,Kepler-216,1,2,Transit,2014,7.693641,0.079,2.35,6.12,1069.0,,6091.0,1.26,1.11,1187.47,9.96270656726079,False,False,False,False,False,,,13.9607
Kepler-216 c,Kepler-216,1,2,Transit,2014,17.406669,0.136,3.04,9.48,814.0,,6091.0,1.26,1.11,1187.47,5.625552054898439,False,False,False,False,False,,,13.9607
Kepler-217 b,Kepler-217,1,3,Transit,2014,5.374943,0.065,2.23,5.6,1413.0,,6171.0,1.8,1.14,1104.64,31.25262438160305,False,False,False,False,False,,,13.1207
Kepler-217 c,Kepler-217,1,3,Transit,2014,8.586004,0.089,1.85,4.08,1208.0,,6171.0,1.8,1.14,1104.64,11.472733962731562,False,False,False,True,False,True,,13.1207
Kepler-217 d,Kepler-217,1,3,Transit,2016,3.88689525,0.0505,1.32,2.3,1574.0,,6341.0,1.76,1.37,1104.64,17.343985871364207,False,False,True,True,False,True,,13.1207
Kepler-218 b,Kepler-218,1,3,Transit,2014,3.619337,0.046,1.48,2.79,1156.0,,5502.0,1.06,1.02,656.38,26.996584276155673,False,False,True,True,False,True,,13.9069
Kepler-218 c,Kepler-218,1,3,Transit,2014,44.699576,0.248,3.14,10.0,500.0,,5502.0,1.06,1.02,656.38,4.180776833679623,False,False,False,False,False,,,13.9069
Kepler-218 d,Kepler-218,1,3,Transit,2016,124.5244647,0.4865,2.66,7.56,356.0,,5542.0,1.02,1.01,656.38,0.7219169660431113,False,False,False,False,False,,,13.9069
Kepler-219 b,Kepler-219,1,3,Transit,2014,4.585512,0.057,2.95,9.01,1307.0,,5786.0,1.49,1.17,787.07,95.9931270082938,False,False,False,False,False,,,13.7179
Kepler-219 c,Kepler-219,1,3,Transit,2014,22.714613,0.165,3.58,12.5,766.0,,5786.0,1.49,1.17,787.07,16.871122679730153,False,False,False,False,False,,,13.7179
Kepler-219 d,Kepler-219,1,3,Transit,2014,47.903645,0.272,2.81,19.1,598.0,,5786.0,1.49,1.17,787.07,3.824904976811437,False,False,False,False,False,,,13.7179
Kepler-22 b,Kepler-22,1,1,Transit,2011,289.863876,0.812,2.1,9.1,279.0,G5 V,5596.0,0.87,0.86,194.642,1.3362629262052623,False,False,False,False,True,,,11.6444
Kepler-220 b,Kepler-220,1,4,Transit,2014,4.159807,0.046,0.81,0.457,759.0,,4632.0,0.67,0.73,171.109,47.53990104743026,True,False,True,False,False,,,12.8566
Kepler-220 c,Kepler-220,1,4,Transit,2014,9.034199,0.076,1.57,3.09,586.0,,4632.0,0.67,0.73,171.109,65.42986425555011,True,False,False,True,False,True,,12.8566
Kepler-220 d,Kepler-220,1,4,Transit,2014,28.122397,0.163,0.98,0.904,401.0,,4632.0,0.67,0.73,171.109,5.542182741544821,False,False,True,True,False,True,,12.8566
Kepler-220 e,Kepler-220,1,4,Transit,2014,45.902733,0.226,1.33,2.33,341.0,,4632.0,0.67,0.73,171.109,5.309948422888188,False,False,True,True,True,True,,12.8566
Kepler-221 b,Kepler-221,1,4,Transit,2014,2.795906,0.037,1.71,3.57,1090.0,,5243.0,0.82,0.82,385.231,96.77741582934132,True,False,False,True,False,True,,13.7486
Kepler-221 c,Kepler-221,1,4,Transit,2014,5.690586,0.059,2.93,15.1,860.0,,5243.0,0.82,0.82,385.231,111.74200664368468,False,False,False,False,False,,,13.7486
Kepler-221 d,Kepler-221,1,4,Transit,2014,10.04156,0.087,2.73,7.9,712.0,,5243.0,0.82,0.82,385.231,44.61408984123208,False,False,False,False,False,,,13.7486
Kepler-221 e,Kepler-221,1,4,Transit,2014,18.369917,0.13,2.63,7.41,582.0,,5243.0,0.82,0.82,385.231,18.54428277301143,False,False,False,False,False,,,13.7486
Kepler-222 b,Kepler-222,1,3,Transit,2014,3.936981,0.048,3.16,10.1,1004.0,,5433.0,0.87,0.88,758.854,56.96573960720098,False,False,False,False,False,,,15.0603
Kepler-222 c,Kepler-222,1,3,Transit,2014,10.08881,0.091,4.64,19.4,734.0,,5433.0,0.87,0.88,758.854,34.17237993920442,False,False,False,False,False,,,15.0603
Kepler-222 d,Kepler-222,1,3,Transit,2014,28.081912,0.18,3.69,13.2,522.0,,5433.0,0.87,0.88,758.854,5.523696039207461,False,False,False,False,False,,,15.0603
Kepler-223 b,Kepler-223,1,4,Transit,2014,7.38449,0.0756,2.99,7.4,1042.0,,5803.0,1.72,1.12,1859.71,13.380280771267639,False,False,False,False,False,,,15.3951
Kepler-223 c,Kepler-223,1,4,Transit,2014,9.84564,0.0916,3.44,5.1,947.0,,5803.0,1.72,1.12,1859.71,12.064029177907646,False,False,False,False,False,,,15.3951
Kepler-223 d,Kepler-223,1,4,Transit,2014,14.78869,0.1201,5.24,8.0,827.0,,5803.0,1.72,1.12,1859.71,16.28332159498731,False,False,False,False,False,,,15.3951
Kepler-223 e,Kepler-223,1,4,Transit,2014,19.72567,0.1455,4.6,4.8,751.0,,5803.0,1.72,1.12,1859.71,8.549803192069836,False,False,False,True,False,,,15.3951
Kepler-224 b,Kepler-224,1,4,Transit,2014,3.132924,0.038,1.39,2.51,937.0,,5018.0,0.68,0.82,782.088,10.115072223001137,False,False,True,True,False,True,,15.6358
Kepler-224 c,Kepler-224,1,4,Transit,2014,5.925003,0.058,3.12,9.91,758.0,,5018.0,0.68,0.82,782.088,21.875590332315525,False,False,False,False,False,,,15.6358
Kepler-224 d,Kepler-224,1,4,Transit,2014,11.349393,0.089,2.3,5.9,610.0,,5018.0,0.68,0.82,782.088,5.048731089741267,False,False,False,False,False,,,15.6358
Kepler-224 e,Kepler-224,1,4,Transit,2014,18.643577,0.124,1.97,4.54,517.0,,5018.0,0.68,0.82,782.088,1.908075972755605,False,False,False,True,False,True,,15.6358
Kepler-225 b,Kepler-225,1,2,Transit,2014,6.738975,0.056,1.2,1.87,579.0,M1 V,3682.0,0.48,0.59,561.101,3.3603678997690607,False,False,True,True,False,True,,15.9504
Kepler-225 c,Kepler-225,1,2,Transit,2014,18.794234,0.111,1.84,4.04,412.0,M1 V,3682.0,0.48,0.59,561.101,2.0108981648727955,False,False,False,True,False,True,,15.9504
Kepler-226 b,Kepler-226,1,3,Transit,2014,3.940997,0.047,1.55,24.0,1018.0,,5571.0,0.8,0.91,980.138,7.245580737748056,False,False,False,False,False,,,15.4026
Kepler-226 c,Kepler-226,1,3,Transit,2014,5.349555,0.058,2.27,45.2,919.0,,5571.0,0.8,0.91,980.138,10.204723619575347,False,False,False,False,False,,,15.4026
Kepler-226 d,Kepler-226,1,3,Transit,2014,8.109044,0.076,1.22,1.98,800.0,,5571.0,0.8,0.91,980.138,1.716714188206524,False,False,True,True,False,True,,15.4026
Kepler-227 b,Kepler-227,1,2,Transit,2014,9.488015,0.09,3.11,9.85,793.0,,5854.0,1.09,0.92,1083.06,12.094383120240991,False,False,False,False,False,,,15.3234
Kepler-227 c,Kepler-227,1,2,Transit,2014,54.418694,0.29,3.04,9.48,443.0,,5854.0,1.09,0.92,1083.06,1.113010173698493,False,False,False,False,False,,,15.3234
Kepler-228 b,Kepler-228,1,3,Transit,2014,2.566546,0.038,1.53,2.96,1360.0,,6043.0,1.01,0.95,1644.61,6.1141003528748525,False,False,False,True,False,True,,15.7042
Kepler-228 c,Kepler-228,1,3,Transit,2014,4.134444,0.052,2.7,7.75,1160.0,,6043.0,1.01,0.95,1644.61,10.168051455995167,False,False,False,False,False,,,15.7042
Kepler-228 d,Kepler-228,1,3,Transit,2014,11.094286,0.101,4.04,15.4,835.0,,6043.0,1.01,0.95,1644.61,6.03443865832887,False,False,False,False,False,,,15.7042
Kepler-229 b,Kepler-229,1,3,Transit,2014,6.252972,0.062,2.2,5.48,823.0,,5120.0,0.73,0.8,826.265,9.828086935088384,False,False,False,False,False,,,15.8265
Kepler-229 c,Kepler-229,1,3,Transit,2014,16.068638,0.117,4.92,21.5,600.0,,5120.0,0.73,0.8,826.265,13.802745767741845,False,False,False,False,False,,,15.8265
Kepler-229 d,Kepler-229,1,3,Transit,2014,41.194912,0.22,3.85,14.2,439.0,,5120.0,0.73,0.8,826.265,2.3904689343304577,False,False,False,False,False,,,15.8265
Kepler-23 b,Kepler-23,1,3,Transit,2011,7.1,0.0733,1.638,2.56,1157.0,,5828.0,1.55,1.08,835.756,17.176087175174857,False,False,False,True,False,True,,13.4015
Kepler-23 c,Kepler-23,1,3,Transit,2011,10.74,0.0965,3.005,7.81,1008.0,,5828.0,1.55,1.08,835.756,33.35329280190869,False,False,False,False,False,,,13.4015
Kepler-23 d,Kepler-23,1,3,Transit,2014,15.27,0.122,2.206,4.44,896.0,,5828.0,1.55,1.08,835.756,11.245939555377973,False,False,False,True,False,,,13.4015
Kepler-230 b,Kepler-230,1,2,Transit,2014,32.625555,0.191,4.26,16.8,506.0,,5588.0,0.82,0.84,740.754,6.095820328135216,False,False,False,False,False,,,15.073
Kepler-230 c,Kepler-230,1,2,Transit,2014,91.773242,0.38,2.04,4.82,359.0,,5588.0,0.82,0.84,740.754,0.35316107960108023,False,False,False,True,False,,,15.073
Kepler-231 b,Kepler-231,1,2,Transit,2014,10.065275,0.074,1.73,35.4,488.0,M1 V,3767.0,0.49,0.58,316.618,13.090303757813551,False,False,False,False,False,,,15.3896
Kepler-231 c,Kepler-231,1,2,Transit,2014,19.271566,0.114,1.93,24.1,393.0,M1 V,3767.0,0.49,0.58,316.618,6.864768133045651,False,False,False,False,False,,,15.3896
Kepler-232 b,Kepler-232,1,2,Transit,2014,4.431222,0.054,3.08,9.69,1104.0,,5847.0,0.97,0.97,1349.13,16.817048732103128,False,False,False,False,False,,,15.3201
Kepler-232 c,Kepler-232,1,2,Transit,2014,11.379349,0.101,3.83,14.0,806.0,,5847.0,0.97,0.97,1349.13,7.433454195757506,False,False,False,False,False,,,15.3201
Kepler-233 b,Kepler-233,1,2,Transit,2014,8.472382,0.077,2.43,6.48,751.0,,5360.0,0.76,0.85,856.417,7.843099459224759,False,False,False,False,False,,,15.3263
Kepler-233 c,Kepler-233,1,2,Transit,2014,60.418955,0.287,2.71,7.8,390.0,,5360.0,0.76,0.85,856.417,0.7021524471778742,False,False,False,False,False,,,15.3263
Kepler-234 b,Kepler-234,1,2,Transit,2014,2.711506,0.04,3.7,13.2,1420.0,,6224.0,1.11,1.11,1733.1,35.097984555456776,False,False,False,False,False,,,15.5014
Kepler-234 c,Kepler-234,1,2,Transit,2014,7.21205,0.077,3.51,12.1,1025.0,,6224.0,1.11,1.11,1733.1,8.523765547962714,False,False,False,False,False,,,15.5014
Kepler-235 b,Kepler-235,1,4,Transit,2014,3.340222,0.037,2.23,5.6,731.0,M0 V,4255.0,0.55,0.58,428.018,59.98015590138803,False,False,False,False,False,,,15.9695
Kepler-235 c,Kepler-235,1,4,Transit,2014,7.824904,0.065,1.28,2.18,555.0,M0 V,4255.0,0.55,0.58,428.018,6.403162717791918,False,False,True,True,False,True,,15.9695
Kepler-235 d,Kepler-235,1,4,Transit,2014,20.060548,0.122,2.05,4.86,401.0,M0 V,4255.0,0.55,0.58,428.018,4.6621836076524446,False,False,False,True,False,,,15.9695
Kepler-235 e,Kepler-235,1,4,Transit,2014,46.183669,0.213,2.22,5.56,306.0,M0 V,4255.0,0.55,0.58,428.018,1.7936927564467666,False,False,False,False,True,,,15.9695
Kepler-236 b,Kepler-236,1,2,Transit,2014,8.295611,0.065,1.57,3.09,469.0,M1 V,3750.0,0.51,0.6,288.763,18.1982594957293,False,False,False,True,False,True,,15.3743
Kepler-236 c,Kepler-236,1,2,Transit,2014,23.968127,0.132,2.0,4.66,329.0,M1 V,3750.0,0.51,0.6,288.763,7.160929381431393,False,False,False,True,True,True,,15.3743
Kepler-237 b,Kepler-237,1,2,Transit,2014,4.715106,0.05,1.41,2.57,823.0,,4861.0,0.72,0.7,657.822,9.526786265792285,False,False,True,True,False,True,,15.2832
Kepler-237 c,Kepler-237,1,2,Transit,2014,8.103636,0.071,2.08,4.98,687.0,,4861.0,0.72,0.7,657.822,10.281540195986135,False,False,False,True,False,,,15.2832
Kepler-238 b,Kepler-238,1,5,Transit,2014,2.090876,0.034,1.73,3.64,1642.0,,5751.0,1.43,1.06,1798.75,16.3630716933526,False,False,False,True,False,True,,15.0243
Kepler-238 c,Kepler-238,1,5,Transit,2014,6.155557,0.069,2.39,6.3,1146.0,,5751.0,1.43,1.06,1798.75,7.582773461671858,False,False,False,False,False,,,15.0243
Kepler-238 d,Kepler-238,1,5,Transit,2014,13.233549,0.115,3.07,9.64,888.0,,5751.0,1.43,1.06,1798.75,4.504136372894029,False,False,False,False,False,,,15.0243
Kepler-238 e,Kepler-238,1,5,Transit,2013,23.654,0.1658,5.6,169.7,731.0,,5732.0,0.96,1.06,1798.75,3.249434998381142,False,False,False,False,False,,,15.0243
Kepler-238 f,Kepler-238,1,5,Transit,2013,50.447,0.2747,2.0,13.5,568.0,,5732.0,0.96,1.06,1798.75,0.15098837972594187,False,False,False,False,False,,,15.0243
Kepler-239 b,Kepler-239,1,2,Transit,2014,11.763051,0.095,2.33,6.04,616.0,,4914.0,0.76,0.76,648.109,8.271717834970568,False,False,False,False,False,,,15.2333
Kepler-239 c,Kepler-239,1,2,Transit,2014,56.228098,0.268,2.51,6.85,366.0,,4914.0,0.76,0.76,648.109,1.2061711451482051,False,False,False,False,False,,,15.2333
Kepler-24 b,Kepler-24,1,4,Transit,2011,8.14,0.076,2.348,11.14,1050.0,,6028.0,1.1,1.06,1156.81,8.630387633830548,False,False,False,False,False,,,14.9234
Kepler-24 c,Kepler-24,1,4,Transit,2011,12.33,0.1003,2.514,9.99,915.0,,6028.0,1.1,1.06,1156.81,5.680544712039258,False,False,False,False,False,,,14.9234
Kepler-24 d,Kepler-24,1,4,Transit,2014,4.244384,0.051,1.67,3.43,1305.0,,5897.0,1.29,0.98,1156.81,13.333615960900588,False,False,False,True,False,True,,14.9234
Kepler-24 e,Kepler-24,1,4,Transit,2014,18.998355,0.138,2.78,8.15,792.0,,5897.0,1.29,0.98,1156.81,5.046459256105938,False,False,False,False,False,,,14.9234
Kepler-240 b,Kepler-240,1,2,Transit,2014,4.144495,0.048,1.37,2.45,864.0,,4985.0,0.74,0.75,746.927,7.995871052300507,False,False,True,True,False,True,,15.6622
Kepler-240 c,Kepler-240,1,2,Transit,2014,7.953528,0.074,2.2,102.3,696.0,,4985.0,0.74,0.75,746.927,8.67539073605139,False,False,False,False,False,,,15.6622
Kepler-241 b,Kepler-241,1,2,Transit,2014,12.718092,0.094,2.33,6.04,562.0,,4699.0,0.67,0.67,512.0,10.52121313085595,False,False,False,False,False,,,15.3871
Kepler-241 c,Kepler-241,1,2,Transit,2014,36.065978,0.189,2.57,7.13,397.0,,4699.0,0.67,0.67,512.0,3.166301901685354,False,False,False,False,False,,,15.3871
Kepler-242 b,Kepler-242,1,2,Transit,2014,8.20395,0.075,2.61,7.32,742.0,,5020.0,0.85,0.81,600.241,24.28538682114381,False,False,False,False,False,,,15.3494
Kepler-242 c,Kepler-242,1,2,Transit,2014,14.496481,0.109,2.0,4.66,613.0,,5020.0,0.85,0.81,600.241,6.7513952358621125,False,False,False,True,False,True,,15.3494
Kepler-243 b,Kepler-243,1,2,Transit,2014,5.715442,0.062,2.45,6.57,850.0,,5228.0,0.84,0.83,693.86,22.885671420692518,False,False,False,False,False,,,15.0573
